phenocode,name,category,num_cases,num_controls,path_bucket,path_https
AB1_ZOSTER,Zoster [herpes zoster],I Certain infectious and parasitic diseases (AB1_),4220,330087,gs://finngen-public-data-r8/summary_stats/finngen_R8_AB1_ZOSTER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_AB1_ZOSTER.gz
ABDOM_HERNIA,Hernia of abdominal wall,XI Diseases of the digestive system (K11_),13529,328970,gs://finngen-public-data-r8/summary_stats/finngen_R8_ABDOM_HERNIA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ABDOM_HERNIA.gz
ABDOM_HERNIA_POSTOP,"Hernia of abdominal wall, postoperative",XI Diseases of the digestive system (K11_),5014,193296,gs://finngen-public-data-r8/summary_stats/finngen_R8_ABDOM_HERNIA_POSTOP.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ABDOM_HERNIA_POSTOP.gz
ABPA,Allergic bronchopulmonary aspergillosis (ABPA),,83,133128,gs://finngen-public-data-r8/summary_stats/finngen_R8_ABPA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ABPA.gz
ACUTE_DRUGADVERS_INTERSTITIAL_LUNG_DISORD,Acute drug-induced interstitial lung disorder,X Diseases of the respiratory system (J10_),177,342322,gs://finngen-public-data-r8/summary_stats/finngen_R8_ACUTE_DRUGADVERS_INTERSTITIAL_LUNG_DISORD.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ACUTE_DRUGADVERS_INTERSTITIAL_LUNG_DISORD.gz
ALCO_PRESCRIPTION,"Use of disulfiram, acamprosate or naltrexone",,2409,340090,gs://finngen-public-data-r8/summary_stats/finngen_R8_ALCO_PRESCRIPTION.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ALCO_PRESCRIPTION.gz
ALCODELIRIUM,Alcohol withdrawal state with delirium ,V Mental and behavioural disorders (F5_),1879,340620,gs://finngen-public-data-r8/summary_stats/finngen_R8_ALCODELIRIUM.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ALCODELIRIUM.gz
ALCOHOL_RELATED,"Alcohol related diseases and deaths, all endpoints",,22186,320313,gs://finngen-public-data-r8/summary_stats/finngen_R8_ALCOHOL_RELATED.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ALCOHOL_RELATED.gz
ALCOHOLACUTE10,Acute alcohol intoxication,,5599,335806,gs://finngen-public-data-r8/summary_stats/finngen_R8_ALCOHOLACUTE10.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ALCOHOLACUTE10.gz
ALCOPANCACU,Alcohol-induced acute pancreatitis,,830,341669,gs://finngen-public-data-r8/summary_stats/finngen_R8_ALCOPANCACU.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ALCOPANCACU.gz
ALCOPANCCHRON,Alcohol-induced chronic pancreatitis,,1619,340880,gs://finngen-public-data-r8/summary_stats/finngen_R8_ALCOPANCCHRON.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ALCOPANCCHRON.gz
ALLERG_ASTHMA,Allergic asthma (mode),,8525,193857,gs://finngen-public-data-r8/summary_stats/finngen_R8_ALLERG_ASTHMA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ALLERG_ASTHMA.gz
ALLERG_RHINITIS,Allergic rhinitis,,9707,331173,gs://finngen-public-data-r8/summary_stats/finngen_R8_ALLERG_RHINITIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ALLERG_RHINITIS.gz
ALLERGIC_CONTACT_DERMA_DRUGS_CONTACT_W_SKIN,Allergic contact dermatitis due to drugs in contact with skin,XII Diseases of the skin and subcutaneous tissue (L12_),503,341996,gs://finngen-public-data-r8/summary_stats/finngen_R8_ALLERGIC_CONTACT_DERMA_DRUGS_CONTACT_W_SKIN.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ALLERGIC_CONTACT_DERMA_DRUGS_CONTACT_W_SKIN.gz
AMN2,Transient global amnesia,,2153,326319,gs://finngen-public-data-r8/summary_stats/finngen_R8_AMN2.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_AMN2.gz
ANAPH_SHOCK_ADVER_EFFECT_CORRE_DRUG_MEDICAM_PROPE_ADMINISTE,Anaphylactic shock due to adverse effect of correct drug or medication properly administered,"XIX Injury, poisoning and certain other consequences of external causes (ST19_)",259,342240,gs://finngen-public-data-r8/summary_stats/finngen_R8_ANAPH_SHOCK_ADVER_EFFECT_CORRE_DRUG_MEDICAM_PROPE_ADMINISTE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ANAPH_SHOCK_ADVER_EFFECT_CORRE_DRUG_MEDICAM_PROPE_ADMINISTE.gz
ANOSMIA,Anosmia,,671,81923,gs://finngen-public-data-r8/summary_stats/finngen_R8_ANOSMIA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ANOSMIA.gz
ANTIDEPRESSANTS,Depression medications,,93238,81923,gs://finngen-public-data-r8/summary_stats/finngen_R8_ANTIDEPRESSANTS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ANTIDEPRESSANTS.gz
APPENDACUT_COMPLIC,"Acute appendicitis, with complications",XI Diseases of the digestive system (K11_),6076,314763,gs://finngen-public-data-r8/summary_stats/finngen_R8_APPENDACUT_COMPLIC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_APPENDACUT_COMPLIC.gz
APPENDACUT_NOCOMPLIC,"Acute appendicitis, no complications",XI Diseases of the digestive system (K11_),19630,314763,gs://finngen-public-data-r8/summary_stats/finngen_R8_APPENDACUT_NOCOMPLIC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_APPENDACUT_NOCOMPLIC.gz
APPENDICITIS_BROAD,"Appendicitis, broad definition",XI Diseases of the digestive system (K11_),27523,314763,gs://finngen-public-data-r8/summary_stats/finngen_R8_APPENDICITIS_BROAD.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_APPENDICITIS_BROAD.gz
ARTHRO_SPEC,Other specific arthropathies,,543,261098,gs://finngen-public-data-r8/summary_stats/finngen_R8_ARTHRO_SPEC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ARTHRO_SPEC.gz
ARTRHO_POSTDYSENTERIC,Postdysenteric arthropathy,,231,340569,gs://finngen-public-data-r8/summary_stats/finngen_R8_ARTRHO_POSTDYSENTERIC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ARTRHO_POSTDYSENTERIC.gz
ASTHMA_ACUTE_RESPIRATORY_INFECTIONS,Asthma-related acute respiratory infections,,14128,305246,gs://finngen-public-data-r8/summary_stats/finngen_R8_ASTHMA_ACUTE_RESPIRATORY_INFECTIONS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ASTHMA_ACUTE_RESPIRATORY_INFECTIONS.gz
ASTHMA_ALLERG,Asthma and allergy,,4106,193857,gs://finngen-public-data-r8/summary_stats/finngen_R8_ASTHMA_ALLERG.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ASTHMA_ALLERG.gz
ASTHMA_EOSINOPHIL_SUGG,Suggestive for eosinophilic asthma,,2179,305246,gs://finngen-public-data-r8/summary_stats/finngen_R8_ASTHMA_EOSINOPHIL_SUGG.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ASTHMA_EOSINOPHIL_SUGG.gz
ASTHMA_INFECTIONS,Asthma-related infections,,19338,305246,gs://finngen-public-data-r8/summary_stats/finngen_R8_ASTHMA_INFECTIONS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ASTHMA_INFECTIONS.gz
ASTHMA_NAS,"Asthma, unspecified (mode)",,18776,193857,gs://finngen-public-data-r8/summary_stats/finngen_R8_ASTHMA_NAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ASTHMA_NAS.gz
ASTHMA_OBESITY,Obesity related asthma,,8774,305246,gs://finngen-public-data-r8/summary_stats/finngen_R8_ASTHMA_OBESITY.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ASTHMA_OBESITY.gz
ASTHMA_OPPORTUNIST_INFECTIONS,Asthma and opportunity respiratory infection,,1040,305246,gs://finngen-public-data-r8/summary_stats/finngen_R8_ASTHMA_OPPORTUNIST_INFECTIONS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ASTHMA_OPPORTUNIST_INFECTIONS.gz
ASTHMA_PNEUMONIA,Asthma-related pneumonia,,10676,305246,gs://finngen-public-data-r8/summary_stats/finngen_R8_ASTHMA_PNEUMONIA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ASTHMA_PNEUMONIA.gz
AUD,"Alcohol use disorder, ICD-based",V Mental and behavioural disorders (F5_),14307,328192,gs://finngen-public-data-r8/summary_stats/finngen_R8_AUD.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_AUD.gz
AUD_SWEDISH,"Alcohol use disorder, Swedish definition",,20015,322484,gs://finngen-public-data-r8/summary_stats/finngen_R8_AUD_SWEDISH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_AUD_SWEDISH.gz
AUTOIMMUNE,Autoimmune diseases,,85418,257081,gs://finngen-public-data-r8/summary_stats/finngen_R8_AUTOIMMUNE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_AUTOIMMUNE.gz
AUTOIMMUNE_HYPERTHYROIDISM,Autoimmune hyperthyroidism,"IV Endocrine, nutritional and metabolic diseases (E4_)",1621,255931,gs://finngen-public-data-r8/summary_stats/finngen_R8_AUTOIMMUNE_HYPERTHYROIDISM.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_AUTOIMMUNE_HYPERTHYROIDISM.gz
AUTOIMMUNE_NONTHYROID,Autoimmune diseases excluding thyroid diseases,,47304,256302,gs://finngen-public-data-r8/summary_stats/finngen_R8_AUTOIMMUNE_NONTHYROID.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_AUTOIMMUNE_NONTHYROID.gz
AUTOIMMUNE_NONTHYROID_STRICT,"Autoimmune diseases excluding thyroid diseases, strict definition",,45552,250292,gs://finngen-public-data-r8/summary_stats/finngen_R8_AUTOIMMUNE_NONTHYROID_STRICT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_AUTOIMMUNE_NONTHYROID_STRICT.gz
BACT_INTEST_INFECTION_NOS,Other specified/unspecified bacterial intestinal infections,I Certain infectious and parasitic diseases (AB1_),1563,337486,gs://finngen-public-data-r8/summary_stats/finngen_R8_BACT_INTEST_INFECTION_NOS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_BACT_INTEST_INFECTION_NOS.gz
BLEEDING,Bleeding,,31024,311475,gs://finngen-public-data-r8/summary_stats/finngen_R8_BLEEDING.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_BLEEDING.gz
BRONCHITIS,Bronchitis,,49078,293421,gs://finngen-public-data-r8/summary_stats/finngen_R8_BRONCHITIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_BRONCHITIS.gz
BRUXISM,Bruxism,,359,342140,gs://finngen-public-data-r8/summary_stats/finngen_R8_BRUXISM.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_BRUXISM.gz
C_DIFFICILE_ENTEROCOLITIS,Enterocolitis due to Clostridium difficile,I Certain infectious and parasitic diseases (AB1_),2791,337486,gs://finngen-public-data-r8/summary_stats/finngen_R8_C_DIFFICILE_ENTEROCOLITIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_C_DIFFICILE_ENTEROCOLITIS.gz
C_STROKE,STROKE,,34560,249480,gs://finngen-public-data-r8/summary_stats/finngen_R8_C_STROKE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_C_STROKE.gz
C3_RECTUM_ADENO,Adenocarcinoma and papilloma adenocarcinoma of rectum,"II Neoplasms, from cancer register (ICD-O-3)",1922,259583,gs://finngen-public-data-r8/summary_stats/finngen_R8_C3_RECTUM_ADENO.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_C3_RECTUM_ADENO.gz
CAMPYLOENTERITIS,Campylobacter enteritis,I Certain infectious and parasitic diseases (AB1_),606,337486,gs://finngen-public-data-r8/summary_stats/finngen_R8_CAMPYLOENTERITIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CAMPYLOENTERITIS.gz
CARDIAC_ARRHYTM,Cardiac arrhythmias,,59182,204429,gs://finngen-public-data-r8/summary_stats/finngen_R8_CARDIAC_ARRHYTM.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CARDIAC_ARRHYTM.gz
CD2_BENIGN_ADRENAL,Benign neoplasm: Adrenal gland,II Neoplasms from hospital discharges (CD2_),1533,340966,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_ADRENAL.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_ADRENAL.gz
CD2_BENIGN_ANUS_ANAL_CANAL,Benign neoplasm: Anus and anal canal,II Neoplasms from hospital discharges (CD2_),649,341850,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_ANUS_ANAL_CANAL.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_ANUS_ANAL_CANAL.gz
CD2_BENIGN_APPENDIX,Benign neoplasm: Appendix,II Neoplasms from hospital discharges (CD2_),224,342275,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_APPENDIX.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_APPENDIX.gz
CD2_BENIGN_ASCENDING_COLON,Benign neoplasm: Ascending colon,II Neoplasms from hospital discharges (CD2_),2696,339803,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_ASCENDING_COLON.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_ASCENDING_COLON.gz
CD2_BENIGN_BLADDER,Benign neoplasm: Bladder,II Neoplasms from hospital discharges (CD2_),215,342284,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BLADDER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BLADDER.gz
CD2_BENIGN_BONE_CARTILAGE,Benign neoplasm of bone and articular cartilage,II Neoplasms from hospital discharges (CD2_),2052,340447,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BONE_CARTILAGE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BONE_CARTILAGE.gz
CD2_BENIGN_BONE_CARTILAGE_NOS,"Benign neoplasm: Bone and articular cartilage, unspecified",II Neoplasms from hospital discharges (CD2_),170,342329,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BONE_CARTILAGE_NOS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BONE_CARTILAGE_NOS.gz
CD2_BENIGN_BONE_LONG_LOWER,Benign neoplasm: Long bones of lower limb,II Neoplasms from hospital discharges (CD2_),743,341756,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BONE_LONG_LOWER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BONE_LONG_LOWER.gz
CD2_BENIGN_BONE_LOWER_JAW,Benign neoplasm: Lower jaw bone,II Neoplasms from hospital discharges (CD2_),102,342397,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BONE_LOWER_JAW.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BONE_LOWER_JAW.gz
CD2_BENIGN_BONE_SCAPULA_LONG_UPPER,Benign neoplasm: Scapula and long bones of upper limb,II Neoplasms from hospital discharges (CD2_),220,342279,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BONE_SCAPULA_LONG_UPPER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BONE_SCAPULA_LONG_UPPER.gz
CD2_BENIGN_BONE_SHORT_LOWER,Benign neoplasm: Short bones of lower limb,II Neoplasms from hospital discharges (CD2_),234,342265,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BONE_SHORT_LOWER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BONE_SHORT_LOWER.gz
CD2_BENIGN_BONE_SHORT_UPPER,Benign neoplasm: Short bones of upper limb,II Neoplasms from hospital discharges (CD2_),338,342161,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BONE_SHORT_UPPER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BONE_SHORT_UPPER.gz
CD2_BENIGN_BONE_SKULL_FACE,Benign neoplasm: Bones of skull and face,II Neoplasms from hospital discharges (CD2_),204,342295,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BONE_SKULL_FACE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BONE_SKULL_FACE.gz
CD2_BENIGN_BRAIN_CNS,Benign neoplasm of brain and other parts of central nervous system,II Neoplasms from hospital discharges (CD2_),1547,340952,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BRAIN_CNS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BRAIN_CNS.gz
CD2_BENIGN_BRAIN_INFRATENT,"Benign neoplasm: Brain, infratentorial",II Neoplasms from hospital discharges (CD2_),127,342372,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BRAIN_INFRATENT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BRAIN_INFRATENT.gz
CD2_BENIGN_BRAIN_NOS,"Benign neoplasm: Brain, unspecified",II Neoplasms from hospital discharges (CD2_),139,342360,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BRAIN_NOS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BRAIN_NOS.gz
CD2_BENIGN_BRAIN_SUPRATENT,"Benign neoplasm: Brain, supratentorial",II Neoplasms from hospital discharges (CD2_),362,342137,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BRAIN_SUPRATENT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BRAIN_SUPRATENT.gz
CD2_BENIGN_BREAST,Benign neoplasm of breast,II Neoplasms from hospital discharges (CD2_),3257,187622,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BREAST.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BREAST.gz
CD2_BENIGN_BRONCHUS_LUNG,Benign neoplasm: Bronchus and lung,II Neoplasms from hospital discharges (CD2_),282,342217,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BRONCHUS_LUNG.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_BRONCHUS_LUNG.gz
CD2_BENIGN_CAECUM,Benign neoplasm: Caecum,II Neoplasms from hospital discharges (CD2_),2099,340400,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_CAECUM.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_CAECUM.gz
CD2_BENIGN_CERVIX_UTERI,Other benign neoplasm of uterus: Cervix uteri,II Neoplasms from hospital discharges (CD2_),128,190751,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_CERVIX_UTERI.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_CERVIX_UTERI.gz
CD2_BENIGN_CHOROID,Benign neoplasm: Choroid,II Neoplasms from hospital discharges (CD2_),1128,341371,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_CHOROID.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_CHOROID.gz
CD2_BENIGN_CNS_NOS,"Benign neoplasm: Central nervous system, other parts/unspecified",II Neoplasms from hospital discharges (CD2_),81,342418,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_CNS_NOS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_CNS_NOS.gz
CD2_BENIGN_COLON,Benign neoplasm: Colon,II Neoplasms from hospital discharges (CD2_),14269,328230,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_COLON.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_COLON.gz
CD2_BENIGN_COLON_NOS,"Benign neoplasm: Colon, unspecified",II Neoplasms from hospital discharges (CD2_),6135,336364,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_COLON_NOS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_COLON_NOS.gz
CD2_BENIGN_COLORECANI,"Benign neoplasm of colon, rectum, anus and anal canal",II Neoplasms from hospital discharges (CD2_),17664,324835,gs://finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_COLORECANI.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_CD2_BENIGN_COLORECANI.gz
